Row Id,Issue Date,Year,Month,Dev. Type,File Num,Status,Case Type,Work Type,Chap. 245,Watershed,Existing Land Use,Proposed Land Use,Land Use Trans.,Limits of Construction (sqft),Site Area (sqft),Native Inches Surveyed,Native Inches Removed,Non-Native Inches Removed,Inches Replanted,Total Removed,Preserved,Net Difference,Preservation Percentile,Removal Percentile,Location,Council District,See Details,Property Id
11003700,05/22/2014,2014,5,Site Plan,SP-2013-0314C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Parking Garage,Hotel,Parking Garage to Hotel,35588.52,35588.52,70,27,0,55,27,43,-28,0.44,0.44,"(-97.73708531, 30.26922001)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11003700,201332
11443696,08/10/2016,2016,8,Site Plan,SP-2015-0512DS,Approved and Released,Site Plan Administrative Small Project,Utility Line,No,Walnut Creek,"Vacant, on right of way.",Utility Line,"Vacant, on right of way. to Utility Line",16552.8,,0,0,0,0,0,0,0,0.18,0.18,"(-97.65100025, 30.38749552)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11443696,5306786
11624438,12/12/2017,2017,12,Site Plan,SP-2016-0504C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Commercial,Commercial,Commercial to Commercial,143312.4,120661.2,54,0,0,165,0,54,-165,0.46,0.18,"(-97.71522199, 30.3251467)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11624438,5379000
11784305,06/29/2018,2018,6,Site Plan,SP-2017-0339C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,single family,Office,single family to Office,18295.2,,203,46,9,29,55,157,26,0.61,0.52,"(-97.7377654, 30.3194243)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11784305,797810
10579224,01/11/2012,2012,1,Site Plan,SP-2011-0116C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Vacant,Office warehouse,Vacant to Office warehouse,973653.12,973653.12,7687,48,1491,397.5,1539,7639,1141.5,0.99,0.94,"(-97.7011634, 30.20538546)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10579224,3311193
11393067,07/15/2016,2016,7,Subdivision,C8-2012-0071.5B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Rinard Creek,Vacant,"SF, GREENBELT, ROW","Vacant to SF, GREENBELT, ROW",1527213.6,1527213.6,184,26,20,0,46,158,46,0.61,0.49,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11393067,892
11702000,10/09/2017,2017,10,Site Plan,SP-02-0273CS(R2),Approved and Released,Site Plan Administrative Small Project,Consolidated,No,East Bouldin Creek,Commercial,Commercial,Commercial to Commercial,20473.2,,184,19,0,19,19,165,0,0.61,0.40,"(-97.76353911, 30.22466477)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11702000,3079315
11204473,06/21/2016,2016,6,Site Plan,SP-2014-0331C,Approved and Released,Site Plan Administrative,Consolidated,No,Bear Creek,Vacant,Commercial,Vacant to Commercial,32626.44,32626.44,72,24,0,15,24,48,9,0.45,0.42,"(-97.84225217, 30.14893832)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11204473,5102757
10867248,12/04/2013,2013,12,Site Plan,SP-2012-0412C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Bull Creek,Vacant,Single Family (Detached residential units),Vacant to Single Family (Detached residential units),439912.44,435992.04,3298,792,1208,322,2000,2506,1678,0.94,0.96,"(-97.84273389, 30.40182313)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10867248,5058080
11621255,09/28/2017,2017,9,Site Plan,SP-2016-0501C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,103672.8,103672.8,374,0,63.5,0,63.5,374,63.5,0.74,0.54,"(-97.73032522, 30.24518414)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11621255,648554
10719804,01/25/2013,2013,1,Site Plan,SP-2012-0056C,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,Vacant,MF,Vacant to MF,678708.36,708939,5452,2408,8,1255,2416,3044,1161,0.96,0.97,"(-97.76791924, 30.46592239)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10719804,3390609
11787727,08/31/2018,2018,8,Site Plan,SP-2017-0343C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,vacant car sales lot,Multi-family,vacant car sales lot to Multi-family,235659.6,,884,470,0,330,470,414,140,0.76,0.83,"(-97.73080235, 30.32963821)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11787727,266542
11671485,08/04/2017,2017,8,Site Plan,SP-2017-0046C.SH,Approved and Released,Site Plan Administrative,Consolidated,Yes,Tannehill Branch,Vacant,Single Family,Vacant to Single Family,24393.6,0.56,0,0,0,0,0,0,0,0.18,0.18,"(-97.69985504, 30.29683363)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11671485,5134154
11272724,01/19/2016,2016,1,Site Plan,SP-2015-0001D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Johnson Creek,Electrical substation,Grading and Drainage improvements,Electrical substation to Grading and Drainage improvements,33105.6,51400.8,302,0,0,0,0,302,0,0.71,0.18,"(-97.75836155, 30.31067403)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11272724,1002284
11538455,10/10/2016,2016,10,Site Plan,SP-2016-0251C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,13852.08,13852.08,90,9,0,24,9,81,-15,0.51,0.37,"(-97.75418343, 30.27641863)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11538455,501880
11703397,11/30/2017,2017,11,Site Plan,SP-2016-0050C.F2.F1,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,"Commercial, WAREHOUSE","Commercial to Commercial, WAREHOUSE",31798.8,31798.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.72539902, 30.26286446)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11703397,5315332
11602484,07/17/2017,2017,7,Site Plan,SP-2016-0435DT,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,19602,19602,67,0,0,0,0,67,0,0.49,0.18,"(-97.74979327, 30.27123107)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11602484,428132
11242464,07/21/2015,2015,7,Site Plan,SP-2014-0435C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Walnut Creek,Vacant,Commercial,Vacant to Commercial,89733.6,89733.6,0,0,62,0,62,0,62,0.18,0.53,"(-97.67492323, 30.34564851)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11242464,3369374
11189073,08/17/2015,2015,8,Site Plan,SP-2014-0292C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Commercial,Vacant to Commercial,138085.2,138085.2,2237.5,628,65,328,693,1609.5,365,0.92,0.87,"(-97.75703872, 30.20618182)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11189073,3074071
11042284,09/03/2014,2014,9,Site Plan,SP-2013-0415C,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,No,Carson Creek,TOWING,Light Industrial Warehouse,TOWING to Light Industrial Warehouse,49222.8,49527.72,73,27,0,24,27,46,3,0.45,0.44,"(-97.72211247, 30.208603)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11042284,658844
11199882,09/17/2015,2015,9,Site Plan,SP-2014-0321C,Approved and Released,Site Plan Administrative,Consolidated,No,Little Walnut Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,0,19427.76,302.5,149,60,47,209,153.5,162,0.60,0.73,"(-97.69782986, 30.34840614)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11199882,3374559
11318798,06/30/2016,2016,6,Site Plan,SPC-2015-0112B,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Town Lake,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,21300.84,21300.84,0,0,0,0,0,0,0,0.18,0.18,"(-97.74988052, 30.26625381)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11318798,845025
11243364,08/19/2015,2015,8,Subdivision,C8-06-0133.02.1B.SH,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Onion Creek,Vacant,PUD,Vacant to PUD,1284627.96,,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11243364,14247
10998216,01/07/2014,2014,1,Site Plan,SP-2013-0302C,Approved and Released,Site Plan Administrative,Consolidated,No,South Brushy Creek,Vacant,Amenity Center,Vacant to Amenity Center,138956.4,166442.76,2776,732,53,0,785,2044,785,0.94,0.89,"(-97.79047677, 30.48513562)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10998216,5057165
11589178,10/20/2017,2017,10,Site Plan,SPC-2016-0398C,Approved and Released,Site Plan Commission,Consolidated,No,Slaughter Creek,Vacant,Commercial,Vacant to Commercial,52707.6,52707.6,112.5,14,0,9.5,14,98.5,4.5,0.54,0.38,"(-97.81418203, 30.17349911)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11589178,5189947
10845260,09/06/2013,2013,9,Site Plan,SPC-2012-0358C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Vacant,Restaurant,Vacant to Restaurant,23086.8,23086.8,181.5,144,0,92,144,37.5,52,0.43,0.67,"(-97.71483151, 30.26080395)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10845260,562952
11446041,08/25/2016,2016,8,Site Plan,SP-2015-0522D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Boggy Creek,Vacant,Streets and Drainage,Vacant to Streets and Drainage,21780,21780,0,0,0,0,0,0,0,0.18,0.18,"(-97.70782445, 30.29261575)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11446041,5307264
11710341,12/21/2017,2017,12,Site Plan,SP-2017-0141C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Commercial,Private Primary & Secondary Education and Religious Assembly,Commercial to Private Primary & Secondary Education and Religious Assembly,276606,276606,1515,380,1135,192,1515,1135,1323,0.88,0.94,"(-97.68673707, 30.29951278)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11710341,184620
11458464,08/16/2016,2016,8,Site Plan,SP-2015-0566C,Approved and Released,Site Plan Administrative,Consolidated,No,Harris Branch,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,337590,553212,11,11,0,6,11,0,5,0.18,0.37,"(-97.66931071, 30.43270915)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11458464,5217219
11115917,11/25/2014,2014,11,Site Plan,SP-2014-0121C,Approved and Released,Site Plan Administrative,Consolidated,No,South Boggy Creek,Vacant,Condominium,Vacant to Condominium,166617,166617,22,22,0,11,22,0,11,0.18,0.42,"(-97.79370183, 30.18545793)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11115917,791648
10556379,01/30/2012,2012,1,Site Plan,SP-2011-0068C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Onion Creek,Vacant,Commercial,Vacant to Commercial,549509.4,585141.48,202,193,0,124.5,193,9,68.5,0.36,0.71,"(-97.70142069, 30.20692216)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10556379,3308082
10844534,05/24/2013,2013,5,Site Plan,SP-2012-0354C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Fast Food,Vacant to Fast Food,55321.2,55321.2,47,0,47,24,47,47,23,0.45,0.49,"(-97.64936525, 30.3880945)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10844534,5053220
11151492,03/12/2015,2015,3,Site Plan,SP-2014-0191C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,16596.36,16596.36,95,66,11,20,77,29,57,0.41,0.56,"(-97.7028449, 30.27629916)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11151492,253063
11297769,02/09/2016,2016,2,Subdivision,C8-2014-0127.1B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,Yes,Slaughter Creek,Vacant,Single Family,Vacant to Single Family,613803.96,609840,377,0,0,0,0,377,0,0.74,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11297769,11415
11619576,05/18/2017,2017,5,Subdivision,C8J-2010-0139.5B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Slaughter Creek,Vacant,Single Family,Vacant to Single Family,1747627.2,1742400,1881,1028,0,630,1028,853,398,0.85,0.91,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11619576,5185
11394428,10/14/2015,2015,10,Site Plan,SP-2015-0108C.F2.SH,Approved and Released,Site Plan Administrative,Fast Track,No,Shoal Creek,Commercial Multi-Family,Commercial Multi Family,Commercial Multi-Family to Commercial Multi Family,17859.6,17859.6,96,41,0,12,41,55,29,0.47,0.48,"(-97.74780185, 30.29020703)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11394428,429542
11155500,03/11/2015,2015,3,Site Plan,SP-2014-0202CS,Approved and Released,Site Plan Administrative Small Project,Consolidated,No,Town Lake,Vacant,Condominium,Vacant to Condominium,0,7501.032,0,0,0,0,0,0,0,0.18,0.18,"(-97.71514102, 30.26215014)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11155500,563924
10726590,05/29/2012,2012,5,Site Plan,SP-2012-0087DS,Approved and Released,Site Plan Administrative Small Project,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Shoal Creek,Vacant,Streets and Drainage,Vacant to Streets and Drainage,2874.96,2874.96,0,0,21,0,21,0,21,0.18,0.41,"(-97.75114239, 30.28558497)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10726590,3690865
11249427,06/19/2015,2015,6,Site Plan,SP-2014-0457C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,Single Family,Commercial Multi Family,Single Family  to Commercial Multi Family,308404.8,308404.8,1029,555,156,287,711,474,424,0.77,0.88,"(-97.78034979, 30.47625184)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11249427,93231
10610375,03/03/2016,2016,3,Subdivision,C8-85-086.02.12B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Cottonmouth Creek,Vacant,"SF, PUB, ROW","Vacant to SF, PUB, ROW",1006671.6,1001880,542,430,0,405,430,112,25,0.56,0.82,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10610375,13869
10831204,07/08/2013,2013,7,Site Plan,SP-2012-0320DT,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Town Lake,Vacant,Parking lot,Vacant to Parking lot,5823.972,5823.972,0,0,53,0,53,0,53,0.18,0.51,"(-97.71562565, 30.26252138)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10831204,3500061
10697454,04/23/2012,2012,4,Site Plan,SP-2008-0500C(R2),Approved and Released,Site Plan Administrative,Consolidated,Yes,Slaughter Creek,Vacant,Commercial,Vacant to Commercial,11761.2,1003012.56,1303,1303,0,430.5,1303,0,872.5,0.18,0.93,"(-97.86850028, 30.20016428)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10697454,3070720
11670602,09/13/2017,2017,9,Site Plan,SP-2017-0043C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Little Walnut Creek,Vacant,Commercial,Vacant to Commercial,967467.6,967467.6,1005,355,98,152,453,650,301,0.82,0.83,"(-97.67769182, 30.32567125)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11670602,5572803
11438738,02/25/2016,2016,2,Site Plan,SP-98-0421C(R1),Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,4356,66429,0,0,0,0,0,0,0,0.18,0.18,"(-97.73240133, 30.37714454)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11438738,307622
11487349,05/02/2017,2017,5,Site Plan,SP-2016-0093C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Condominium,Vacant to Condominium,183387.6,183387.6,410,149.5,35,98,184.5,260.5,86.5,0.69,0.70,"(-97.77200293, 30.19354367)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11487349,5344182
10972997,02/21/2014,2014,2,Site Plan,SP-2013-0244D,Approved and Released,Site Plan Administrative,Street/Drainage,No,Town Lake,Vacant,Streets and Drainage,Vacant to Streets and Drainage,116305.2,116305.2,140,51,0,270,51,89,-219,0.52,0.51,"(-97.74886129, 30.26579601)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10972997,5071012
11090031,12/30/2014,2014,12,Site Plan,SP-2014-0056C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Church,Vacant to Church,0,13.39,633,32,0,16,32,601,16,0.81,0.45,"(-97.67197277, 30.35575839)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11090031,5062726
10617442,01/13/2012,2012,1,Site Plan,SPC-2007-0439C(R3),Approved and Released,Site Plan Administrative,Consolidated,Yes,Williamson Creek,Vacant,Restaurant,Vacant to Restaurant,104979.6,104979.6,0,0,0,0,0,0,0,0.18,0.18,"(-97.84359263, 30.22336186)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10617442,82667
11940911,11/01/2018,2018,11,Site Plan,SP-2018-0195C,Approved and Released,Site Plan Administrative,Consolidated,No,East Bouldin Creek,Recreational,Recreational,Recreational to Recreational,38768.4,,343,98,0,49,98,245,49,0.68,0.60,"(-97.75713135, 30.23209373)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11940911,753302
